Timestamp,Level,Message,Action,Status,Secure,Encryption Details,Scrambled Token
"2024-08-30 23:30:36,596",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,kBRIDWJvOzlXGZl7UcyNNmhnWFNUXdltMhy6C6gb9CJmbt.IVmNGNtCSyFFmQ4QIhIsJIsl-6II8ibVIfvcNIpYnyiv9bA5WIL1QbTNNc5peTs0VevetcY8.CMLkwctzVJ4sIiCzVC08
"2024-08-31 00:07:08,235",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:07:08,249",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,sYwIIJys1EvbAGbTCLJs6QWIm7UN.4tDy9JmNS56snlwM-teSGbmJVejIOINOiKlH9qI4m0YhIYTOGtCYzDWcdeiIyc4p6C5ikIVcbXa.2cF0OPQVICNEniFNvJCRiIlfXWZbb4pXzvy
"2024-08-31 00:13:45,831",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:13:45,831",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:13:48,909",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:13:48,910",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:13:52,008",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:13:52,009",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:13:55,107",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:13:55,108",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:13:58,179",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:13:58,180",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:01,215",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:01,216",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:04,277",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:04,277",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:07,342",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:07,342",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:10,399",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:10,400",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:13,452",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:13,453",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:16,529",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:16,529",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:19,641",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:19,642",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:22,801",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:22,801",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:25,871",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:25,871",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:14:28,949",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:14:28,949",WARNING,Login failed: Invalid credentials for test@example.com,login,Failed,No,N/A,N/A
"2024-08-31 00:15:49,588",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:15:49,589",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,IJ1cIJd4QQYMe.jlsIlTSCmg2kbsMCmOXNIb6QHAJTkeLfFEqNW1bIxyVmCt4GuIiW4d0VIbcRsImGCAWJcGfp6iNi0zXvpSyyIz95UycSXsWXyCJRV6TlI.hn0INtbzocbOliY20F-d
"2024-08-31 00:15:52,703",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:15:52,703",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,fe.IQpTsJNVNE74BJI.CGz0JJcWsnin69l1BymRANkWYVIskCNYzUNFlvyAF56Xb5W4BYS-spsCIt0etUVMybLrv6kVM3eI1fm-IhKCilknITHGVDcccmId2TbJ9Ib1iuJoys9OI4IIm
"2024-08-31 00:15:55,785",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:15:55,787",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,mRoEpGTlnhX1IiIN0pIdlqS.FSVyEzGiIABv6X69RNbcCfdiLtiCLnyyWb60sFMOCNYiDR20Xcbs36CV4gM9tyebIsEmlUTC5cdzenWsI1V7NJXImZmWJYckIJLVIhJlnsQ.N9XtIsIx
"2024-08-31 00:15:58,844",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:15:58,845",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,IYJUWT2ltRkIiCNYGLcVXW6JQdtIv5D5HIf0P.1Cs9V6CbkR_3zJN9jCyxlTWCIKEz58GHT6yPnUqWJVWsr4vUONsCcebI.mb1E0lCiLXpIy6Ue3mwITcpVtIsNFm4hI9JTMciIObiSA
"2024-08-31 00:16:01,912",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:01,913",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,GR2MISOIbJJG9dyUNlPGmvvtpVFm4eI-71bGnIM7ei9bYzENPN0csAEphcJI6TVSwynsN0QscicCCI5.CVmHInYWyByXcs-JyMXTIIU-XbId.9LY6hNzls_blWIte3kybC6IiEpS65EW
"2024-08-31 00:16:04,975",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:04,976",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,Iys0Is6s1IptTE0GCsXolJJzzY95fiVmhbtbm2IIAivH4nkbVWzCCGoIJFoOYgeFcVzUiBhIcqLGCNTfhcIc.oUdp90WnlLNIe1Vv1iAyJJIJRbIlNQ.H6fNN0CIs0USyx6m6QVMSWGU
"2024-08-31 00:16:08,034",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:08,035",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,ERJOcs5CQFtO6I9IYlpmqUIIi6kzWT-iWYLs0ldWcEY.IpJi0bYpTl61cOkAlSNe6I.nV2oswNI7fjiCyVCWUCCyNNIVXJ2L7tdGJIthWdC6HHpImNSJymtbM4JvbebIXez0NsbMGOcM
"2024-08-31 00:16:11,088",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:11,088",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,YRsbyLYm5sKC6q6JXCICyMzGUlxWMNV_pvbR0CRCIKI_sPYMcic.XdhauXA4ztNPebVGlFIbIkEIJp6W73C9m1SmJesceI3.iVk5IcsndvxCTIJ0VJb_PmSilt8l1TlI7yIOgNlNLQcW
"2024-08-31 00:16:14,166",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:14,168",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,yARis0FbsdV1VQeNuJwEZUzlWJyCIuHNt1mIuIYbyhGpWHtIFM6NlvibsN2IiE6XNS.4JIA2V.J3kcnMNznO0KmBmT1OslICY6WvLBSpRcCI5DlIebIA4c0qvX9nFTjSXfcsGyiIYisC
"2024-08-31 00:16:17,230",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:17,231",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,Fi8Dezy.G3JndWmbyWLJiCIKtsI4Vr0CAzbC-cSmvtVINclTebs6MIYtVvNVX35cywI__N6IIPpGN3NU4tRl01IdBesksYQmyI_V2QpTI0W9XvKJis6yQbJE0chmnOJ.O86_CN0IGF2l
"2024-08-31 00:16:20,300",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:20,302",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,IBInmcXNCdNca1YMp0bYtBicCVVU.y2JaGi1Pb5WsSIJkcTbliC6rVbhsAtpFzJqUEPN4EWBSST0esIOy4IIQMJnStiImK9bIlLI9je6EsCy5cCml.vHvsIIhIWchi6IdGyeRRNvzsSQ
"2024-08-31 00:16:23,351",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:23,352",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,BcR5m9r0.blbOhNTm62MbDXCvmVMNeINITs-XK0QIxFLQ0JbCytIckpWnts.JWiV14XEdZzJEI66cBCskT3YOIyNICbCXll1LYi3UplS3IGpIcQxGWmVdIyfizwnJ0C54XqmsCITAe7Y
"2024-08-31 00:16:26,407",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:26,408",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,4-NJIIUlO_mnXWiRODH1sb-Z0SNQVCGIMVIF.cvmNeNTzYCWO9cIlCeh1nK.kHeEG3JrYbzN7A6rTtCiIHNc66tNXzsWoLyBnUJIMbWIyIyisI4IpI8kmc0VJybVsldmVcr5pCNUzITI
"2024-08-31 00:16:29,517",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:29,517",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,OWY6Li5e0jvNfdVItXW9b.w4n46JLpPN4tXlkE5WpNJNbcJTbzeipCcCcRgII0G7CJrV4eCNISyiiSQhHkIIImUWAIGyiVsScEnClIlczIOWMyvXsmXTYMFKG0.CqEsXmlIs6JTDR1bR
"2024-08-31 00:16:32,582",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:16:32,584",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,5NNVbNeIJidIBlssJMb15zTNhyLG0lJIClIsyVSx4FcXVSVtibNCcaIWzMqIIiEGTs.P3YcGiR6ymCZaW7IbQJ6UMpcPcIWV0OpmmQdWCNANneG4s4-Is.WqnWAF6kkOt8-YvG9inKlI
"2024-08-31 00:18:56,785",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:18:56,786",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,sNQJNvCyb06IDteWIW0Ic6G6Cyk1Xcl2RVpMpN_sTz6NGV6iMIjbMYNpIIICYeMcNbN93AlsjLJG2Hz.UYTsNn6IyVWJpCVON6i39BihmLmcdI1JI_d9I.nS4F5GsmlzsPbWRvSzbtUl
"2024-08-31 00:18:59,875",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:18:59,877",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,E-2lJRWEVEpdpMhXzJYCLvHbstwNY0InOciIOI8sG6IImkScmyNps_YUDHtoXFRNIbJbwbiuSJu5iFFlIGAW9AfyvVCTC-6zCZ.O0MTYlYWkQ1I.ylIdXycDV4mzIuVIcWesNes5W6eD
"2024-08-31 00:19:02,941",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:02,942",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,ylxRel61PIIVDhEl.6wadJSTWWXcJI5iNxN4sJ4sLB5sINIlcvm0YSmQg4lJvVUGlMLCkFCyNNiiOy09z7sueKIRk_I3bb08ngM6paIcVbGIkAMQVWVItYjbC.nCmtMbczi6TpI9uIWE
"2024-08-31 00:19:05,997",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:05,998",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,O4M1CnnWIreQjIYCj61c0VJlyINVIMSbcIbNdI4XYIc0TbT6e0NcNsObzXVWXI0yA5GzJybJhJEmlssFkU.PIovRcsTsIsin9i5CbtwNoGYVWLi.osLp6X66CttHgPYMJ1mJGIvpGlmp
"2024-08-31 00:19:09,209",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:09,209",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,IEmChOde1ANdlIQEN5iCmNp6WcDidm1stG5mWLkcGKbSEICsVTWcCRylTs6vIYm2DzNM0c6UbOIpsVRl0tVJ.yIcJAyIYoiYG6.0-0zFM9TIIFXIbOSXeHOJ0BX_jI4X9bT6ACb4EznJ
"2024-08-31 00:19:12,275",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:12,276",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,1IiILMGmInJnCWtOXpym5sG2b6FCzY41MvZIFVCe0clIcslNIyNd2.nN1bMCUibIYhy9I3IJSc5Y6.VVsCCplGQk_pIiTrOTs4DjxNzbUM6etARbJbXIISmmWAOm0iiJrPcNYs6WiIIW
"2024-08-31 00:19:15,435",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:15,435",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,s.iJWTWTyS9imtTIvI14OJzkbhT4NGpI1eC6vpIClV1MOeyyVI6XdI0bqGcmXYN1fkoJmPYQYcdkcJ8iImwLPvmbzsb.eNAIRnN3UBGc6IQAsWJ4CXNlslc5CJINtvVx_sIdbrt02MF1
"2024-08-31 00:19:18,513",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:18,514",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,fssb5IV7nleHcySPO1mWstCJRrIcvTFYbsII7pJBWehJbClbCkIcJMNc.LK9kiITL4zmWcqM_60rFesuGMIbC6p8vzC7sQt2VlzTAGiI61IQORJmVUh0IzNN.yiIXYiIX51yyDvHNc6d
"2024-08-31 00:19:21,573",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:21,573",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,AXDs9HiB.9VYRFS6JvIIQdkclesN_UJJtpxTVCmN0h6bbntiFyk1eYMlWcv6IMT7tnG4Qm2b5tpcHmzJziW4IIzssQdWILilC2M9IkuzIIyRk6TIC.UXcGNNYNICbedMkycOVh51cyL0
"2024-08-31 00:19:24,648",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:24,649",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,ylmJWXM9Ji.eVi_GOkJI1sNcJlhbJTgvA0VIClbl8MMsNIbEIWA6cIFCcCv0VNxNatbLaScXdYRMHmps2n64CWIsYII7C6eyC6wWtQGr.OSHmuI0pzi5Tc7UsLIzXcwISIymNQIIIIIV
"2024-08-31 00:19:27,711",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:27,712",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,s5Ikp0YI_6U049S9Ibyi2Ju2TeNbW.ncep9NP7TZCietC9oCc0hS.NFTJVIAI1tl3JhmsJtCslzQVDWY6DmyNwm2pMXyRGgcUVNIGyecn6iIbiTCNv0JIOWoIh62IldIczw4sk1VbMLv
"2024-08-31 00:19:30,875",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:30,876",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,sm6ihCdyCdjRVv2kST9ZIb4IVBVColpzlcHsxRMJAmPynbiL1IOCCLT_YNUGs0vYyJ0WF6dQ1tIIMIeIsG9zOkJXlcfp.OsijMeITAN46N3b.IHWclIoNpymuy-tHWJITgXgcECMe5Bb
"2024-08-31 00:19:33,921",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:34,017",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,bd4GHsyZVp9zItIq6knviXqtQJy5msTJNmI0heJMMNkVps2cbSRWY3OhlNC6B.AwLCNIzT9s6LjCGdIbU3lW1c3eJJIyEWJlITCF0NQ-YJI.rCIbI3mjWiNY15cmzcI-6PCi8V7NI1dp
"2024-08-31 00:19:37,081",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:37,082",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,5JTpl4CNrIIIQi3dyyJilzRve7waMIi20U42IWNAsLFU6ztN1YIEhmmWFNFuhOeRI6b9GKyNseAsSVYyIsccCWtYIkbnVXCk.eISPzJbx.hwC60cu8mINTbc6raJsMINGIQc3mBplOV5
"2024-08-31 00:19:40,217",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:19:40,217",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,sJOvtcT4bhRXkzlNyY-XW9.ICGLIMYo040cMiIEe5GKkX_WzEl3IyIs1M08bJVWVJpjVNdJdINADFpCdIMttVq6H6IT3Sw8y6bIN4bml6SHIQeZInh9msCCziURQVWk6scm8Gs.rciO3
"2024-08-31 00:22:00,505",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:00,506",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,CyiTaQiJCIA1b6INskGFdCGYmcAIsymWlYXuIoWzNIMT9wB.YIctfDhiYscnlVTJ0V0mApVOXHvCcvNIJiM1eszIIzNbSR6ClLIAI-UGClbyntb3dhfTIn.J4CNU5_b2mIMyJDlVWep6
"2024-08-31 00:22:03,581",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:03,582",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,L4yWIYd4Xnsmco0Bi3ck5pVIiVCk.yibYteTNIT6buvjJXceb8IpWsIoNpAe0lIi07JMh1HSNNITfWOd-3IlGQls6U97V0JIMtCbIIeCRWOmcIRhJzbhwGoCO.F0WJJssmywRUz60y1e
"2024-08-31 00:22:06,640",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:06,640",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,4BoNImeNls6I0sDmIDyeNJiniNkgG9YmRCckbzLQ9JcCIbITSns0Vmb4tm5NIdIMsVy9YcIFl26z.JF6fyIbWOlGtNCCmzUpI511bzL.tPaOWW_EpXvhps0AI0LkTVi6FJZywiTIUcC1
"2024-08-31 00:22:09,709",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
"2024-08-31 00:22:09,711",INFO,Login successful for email@gmail.com,login,Successful,Yes,N/A,LvJIhtiZNJplJbwb4c656IFpWtOihCVdcqTI.qlEUcec0sbDJksa9I1vGVRIR5XcXcIIyeWm6VoSyEIzAnNYlFOI4IUiQvIySmJiAGMr5TWg4N0Q_00IbJHIsmNCjfsYyWCEzyC41C.c
"2024-08-31 00:22:12,764",INFO,API call to /api/security/login secured,API Call,Successful,Yes,"Keys Match: True, Signature Valid: True",
